vaccine_uptake,unmitigated_reproduction_rate,strategy,vaccinate_kids,vaccinated_infected_arrivals,week,percentile_50th,percentile_95th,percentile_5th,borders_open
90% Vaccinated,4.5,ME_ME_TS,0,12.5,76,324.0,480.8,216.0,1
90% Vaccinated,4.5,ME_ME_TS,0,12.5,77,332.0,505.2,223.6,1
90% Vaccinated,4.5,ME_ME_TS,0,12.5,78,336.0,540.2,228.0,1
90% Vaccinated,4.5,ME_ME_TS,0,12.5,79,326.0,546.4,231.8,1
90% Vaccinated,4.5,ME_ME_TS,0,12.5,80,324.0,594.0,219.8,1
90% Vaccinated,4.5,ME_ME_TS,0,12.5,81,326.0,471.8,219.6,1
90% Vaccinated,4.5,ME_ME_TS,0,12.5,82,328.0,512.2,224.0,1
90% Vaccinated,4.5,ME_ME_TS,0,12.5,83,324.0,499.2,224.0,1
90% Vaccinated,4.5,ME_ME_TS,0,12.5,84,316.0,529.2,227.8,1
90% Vaccinated,4.5,ME_ME_TS,0,12.5,85,316.0,528.6,232.0,1
90% Vaccinated,4.5,ME_ME_TS,0,12.5,86,318.0,629.0,227.2,1
90% Vaccinated,4.5,ME_ME_TS,0,12.5,87,330.0,544.8,227.8,1
90% Vaccinated,4.5,ME_ME_TS,0,12.5,88,338.0,483.2,228.0,1
90% Vaccinated,4.5,ME_ME_TS,0,12.5,89,336.0,480.0,223.0,1
90% Vaccinated,4.5,ME_ME_TS,0,12.5,90,336.0,528.6,224.0,1
90% Vaccinated,4.5,ME_ME_TS,0,12.5,91,338.0,548.0,204.0,1
90% Vaccinated,4.5,ME_ME_TS,0,12.5,92,328.0,577.6,235.2,1
90% Vaccinated,4.5,ME_ME_TS,0,12.5,93,326.0,629.4,231.8,1
90% Vaccinated,4.5,ME_ME_TS,0,12.5,94,324.0,642.4,243.0,1
90% Vaccinated,4.5,ME_ME_TS,0,12.5,95,324.0,552.2,239.4,1
90% Vaccinated,4.5,ME_ME_TS,0,12.5,96,324.0,513.6,256.0,1
90% Vaccinated,4.5,ME_ME_TS,0,12.5,97,340.0,561.6,231.8,1
90% Vaccinated,4.5,ME_ME_TS,0,12.5,98,330.0,546.4,255.8,1
90% Vaccinated,4.5,ME_ME_TS,0,12.5,99,316.0,608.8,235.8,1
90% Vaccinated,4.5,ME_ME_TS,0,12.5,100,326.0,674.4,251.6,1
90% Vaccinated,4.5,ME_ME_TS,0,12.5,101,320.0,643.2,223.6,1
90% Vaccinated,4.5,ME_ME_TS,0,12.5,102,312.0,736.8,227.4,1
90% Vaccinated,4.5,ME_ME_TS,0,12.5,103,324.0,544.6,223.8,1
90% Vaccinated,4.5,ME_ME_TS,0,12.5,104,332.0,546.4,239.8,1
90% Vaccinated,4.5,ME_ME_TS,0,12.5,105,46.0,80.6,24.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,0,0.0,0.0,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,1,0.0,0.0,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,2,0.0,1.0,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,3,0.0,3.0,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,4,0.0,7.05,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,5,0.0,9.05,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,6,0.0,16.0,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,7,0.0,26.05,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,8,0.0,22.15,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,9,0.0,27.1,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,10,0.0,34.05,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,11,0.0,39.3,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,12,0.0,44.25,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,13,0.0,54.1,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,14,0.0,48.2,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,15,0.0,49.05,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,16,1.0,51.05,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,17,0.0,48.1,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,18,1.0,47.3,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,19,1.0,51.15,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,20,0.0,45.0,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,21,1.0,47.3,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,22,0.5,47.15,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,23,0.5,45.4,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,24,1.0,44.35,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,25,0.5,45.05,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,26,1.0,49.1,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,27,1.0,38.2,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,28,0.5,43.1,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,29,1.0,38.05,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,30,1.0,34.15,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,31,0.0,37.15,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,32,0.0,29.05,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,33,0.0,28.15,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,34,0.0,32.15,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,35,0.0,37.0,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,36,0.0,34.25,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,37,0.0,26.4,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,38,0.0,23.1,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,39,0.0,22.05,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,40,0.0,20.1,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,41,0.0,22.05,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,42,0.0,17.55,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,43,0.0,18.4,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,44,0.0,15.3,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,45,0.0,15.05,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,46,0.0,17.15,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,47,0.0,16.0,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,48,0.0,14.1,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,49,0.0,17.0,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,50,0.0,14.25,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,51,0.0,18.05,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,52,0.0,17.1,0.0,0
50% Vaccinated,4.5,ME_ME_TS,1,0.02,53,0.0,17.3,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,54,0.0,20.05,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,55,1.0,25.0,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,56,1.0,26.2,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,57,1.0,34.25,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,58,1.0,57.05,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,59,1.0,60.0,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,60,2.0,75.75,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,61,2.0,103.9,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,62,2.0,175.5,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,63,2.0,244.0,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,64,3.0,263.2,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,65,3.0,318.8,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,66,4.0,406.6,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,67,4.0,517.6,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,68,3.5,362.0,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,69,4.0,402.4,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,70,4.0,477.4,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,71,4.0,611.2,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,72,5.0,605.0,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,73,5.5,661.6,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,74,6.5,656.8,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,75,7.0,451.2,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,76,8.0,408.4,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,77,6.5,462.6,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,78,7.0,560.8,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,79,7.5,498.4,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,80,7.5,434.4,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,81,7.0,482.0,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,82,9.0,512.0,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,83,9.5,434.4,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,84,10.5,441.2,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,85,15.0,689.4,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,86,17.5,770.6,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,87,23.5,704.8,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,88,23.5,656.8,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,89,25.5,643.4,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,90,27.5,825.6,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,91,28.5,818.8,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,92,36.0,740.8,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,93,35.0,688.8,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,94,36.5,656.8,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,95,46.5,514.4,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,96,34.0,530.4,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,97,31.5,608.8,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,98,41.0,736.8,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,99,36.5,704.4,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,100,34.0,628.0,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,101,46.5,648.0,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,102,49.5,698.8,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,103,44.5,748.2,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,104,44.5,643.2,0.0,1
50% Vaccinated,4.5,ME_ME_TS,1,0.02,105,6.0,112.8,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,0,0.0,0.0,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,1,0.0,0.0,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,2,0.0,1.0,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,3,0.0,3.05,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,4,0.0,6.05,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,5,0.0,10.0,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,6,0.0,17.05,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,7,0.0,27.0,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,8,0.0,24.3,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,9,0.0,26.4,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,10,0.0,31.6,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,11,0.0,33.15,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,12,0.0,37.35,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,13,0.0,40.1,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,14,0.0,37.0,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,15,0.0,27.85,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,16,0.0,25.7,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,17,0.0,30.0,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,18,0.0,27.0,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,19,0.0,33.25,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,20,0.0,29.05,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,21,0.0,37.1,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,22,0.0,23.0,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,23,0.0,25.65,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,24,0.0,33.2,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,25,0.0,26.3,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,26,0.0,25.1,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,27,0.0,22.2,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,28,0.0,16.15,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,29,0.0,17.0,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,30,0.0,13.3,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,31,0.0,13.1,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,32,0.0,11.15,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,33,0.0,11.0,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,34,0.0,10.0,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,35,0.0,8.05,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,36,0.0,8.1,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,37,0.0,7.05,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,38,0.0,6.05,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,39,0.0,6.0,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,40,0.0,7.15,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,41,0.0,3.15,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,42,0.0,5.1,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,43,0.0,4.0,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,44,0.0,3.0,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,45,0.0,3.0,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,46,0.0,2.0,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,47,0.0,6.05,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,48,0.0,4.05,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,49,0.0,3.0,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,50,0.0,5.0,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,51,0.0,3.05,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,52,0.0,3.0,0.0,0
70% Vaccinated,4.5,ME_ME_TS,1,0.02,53,0.0,3.0,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,54,0.0,4.0,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,55,0.0,5.05,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,56,0.0,4.1,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,57,0.0,7.05,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,58,0.5,5.05,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,59,1.0,7.0,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,60,1.0,8.05,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,61,1.0,8.1,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,62,1.0,9.0,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,63,1.0,12.05,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,64,0.0,8.05,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,65,1.0,12.05,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,66,1.0,10.0,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,67,1.0,10.05,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,68,1.0,10.0,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,69,1.0,14.05,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,70,1.0,15.0,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,71,1.0,11.0,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,72,1.0,9.0,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,73,1.0,11.0,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,74,1.0,7.0,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,75,1.0,9.05,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,76,1.0,9.05,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,77,1.0,8.05,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,78,1.0,9.05,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,79,1.0,9.0,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,80,1.0,11.0,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,81,0.0,10.05,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,82,1.0,10.0,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,83,0.0,11.0,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,84,1.0,8.0,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,85,0.0,8.1,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,86,0.0,9.1,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,87,1.0,8.0,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,88,1.0,9.05,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,89,1.0,7.05,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,90,1.0,9.3,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,91,1.0,10.05,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,92,0.0,9.05,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,93,0.0,8.0,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,94,0.0,10.05,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,95,0.0,11.1,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,96,0.0,8.05,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,97,0.0,5.05,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,98,0.0,7.05,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,99,0.5,7.0,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,100,0.0,9.05,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,101,0.5,7.0,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,102,1.0,6.05,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,103,1.0,7.0,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,104,1.0,7.05,0.0,1
70% Vaccinated,4.5,ME_ME_TS,1,0.02,105,0.0,2.0,0.0,1
90% Vaccinated,4.5,ME_ME_TS,1,0.02,0,0.0,0.0,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,1,0.0,0.0,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,2,0.0,1.0,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,3,0.0,4.0,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,4,0.0,6.0,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,5,0.0,10.05,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,6,0.0,16.0,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,7,0.0,13.15,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,8,0.0,20.0,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,9,0.0,22.15,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,10,0.0,25.05,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,11,0.0,24.05,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,12,0.0,23.2,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,13,0.0,27.05,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,14,0.0,25.7,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,15,0.0,30.1,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,16,0.0,23.05,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,17,0.0,23.0,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,18,0.0,23.15,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,19,0.0,27.05,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,20,0.0,21.15,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,21,0.0,17.2,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,22,0.0,20.0,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,23,0.0,15.05,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,24,0.0,13.05,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,25,0.0,8.1,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,26,0.0,5.1,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,27,0.0,5.05,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,28,0.0,4.0,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,29,0.0,3.05,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,30,0.0,3.0,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,31,0.0,2.0,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,32,0.0,2.05,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,33,0.0,2.0,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,34,0.0,2.0,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,35,0.0,2.15,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,36,0.0,2.05,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,37,0.0,3.05,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,38,0.0,2.0,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,39,0.0,3.0,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,40,0.0,1.05,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,41,0.0,1.0,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,42,0.0,2.0,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,43,0.0,1.0,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,44,0.0,1.0,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,45,0.0,1.05,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,46,0.0,1.0,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,47,0.0,1.05,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,48,0.0,2.0,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,49,0.0,1.0,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,50,0.0,1.0,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,51,0.0,1.05,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,52,0.0,1.0,0.0,0
90% Vaccinated,4.5,ME_ME_TS,1,0.02,53,0.0,2.0,0.0,1
90% Vaccinated,4.5,ME_ME_TS,1,0.02,54,0.0,2.0,0.0,1
90% Vaccinated,4.5,ME_ME_TS,1,0.02,55,0.0,2.0,0.0,1
90% Vaccinated,4.5,ME_ME_TS,1,0.02,56,0.0,2.0,0.0,1
90% Vaccinated,4.5,ME_ME_TS,1,0.02,57,0.0,2.0,0.0,1
90% Vaccinated,4.5,ME_ME_TS,1,0.02,58,0.0,3.0,0.0,1
90% Vaccinated,4.5,ME_ME_TS,1,0.02,59,0.0,2.05,0.0,1
90% Vaccinated,4.5,ME_ME_TS,1,0.02,60,0.0,3.0,0.0,1
90% Vaccinated,4.5,ME_ME_TS,1,0.02,61,0.0,2.0,0.0,1
90% Vaccinated,4.5,ME_ME_TS,1,0.02,62,0.0,2.0,0.0,1
90% Vaccinated,4.5,ME_ME_TS,1,0.02,63,0.0,2.0,0.0,1
90% Vaccinated,4.5,ME_ME_TS,1,0.02,64,0.0,3.0,0.0,1
90% Vaccinated,4.5,ME_ME_TS,1,0.02,65,0.0,3.0,0.0,1
90% Vaccinated,4.5,ME_ME_TS,1,0.02,66,0.0,2.0,0.0,1
90% Vaccinated,4.5,ME_ME_TS,1,0.02,67,0.0,3.0,0.0,1
90% Vaccinated,4.5,ME_ME_TS,1,0.02,68,0.0,3.0,0.0,1
90% Vaccinated,4.5,ME_ME_TS,1,0.02,69,0.0,4.0,0.0,1
90% Vaccinated,4.5,ME_ME_TS,1,0.02,70,0.0,3.05,0.0,1
90% Vaccinated,4.5,ME_ME_TS,1,0.02,71,0.0,3.0,0.0,1
90% Vaccinated,4.5,ME_ME_TS,1,0.02,72,0.0,3.05,0.0,1
90% Vaccinated,4.5,ME_ME_TS,1,0.02,73,0.0,3.0,0.0,1
