"v1trans","v2trans","vUptake","strategy","relax","R0","HALYprice","p"
75,90,90,"Tight Suppression",1,3.125,12000,0.2501918124035
90,90,90,"Tight Suppression",1,3.125,12000,0.312506027752534
50,50,60,"Moderate Elimination",1,3.125,12000,0.210572767071426
75,50,60,"Moderate Elimination",1,3.125,12000,0.673815553076565
90,50,60,"Moderate Elimination",1,3.125,12000,0.282520888606086
50,75,60,"Moderate Elimination",1,3.125,12000,0.281741505721584
75,75,60,"Moderate Elimination",1,3.125,12000,0.29922488797456
90,75,60,"Moderate Elimination",1,3.125,12000,0.654408420668915
50,90,60,"Moderate Elimination",1,3.125,12000,0.850748395547271
75,90,60,"Moderate Elimination",1,3.125,12000,0.401687884237617
90,90,60,"Moderate Elimination",1,3.125,12000,0.273176321992651
50,50,75,"Moderate Elimination",1,3.125,12000,0.762333873193711
75,50,75,"Moderate Elimination",1,3.125,12000,0.979049253277481
90,50,75,"Moderate Elimination",1,3.125,12000,0.501143293920904
50,75,75,"Moderate Elimination",1,3.125,12000,0.791124220471829
75,75,75,"Moderate Elimination",1,3.125,12000,0.604393684538081
90,75,75,"Moderate Elimination",1,3.125,12000,0.757211981108412
50,90,75,"Moderate Elimination",1,3.125,12000,0.794089956674725
75,90,75,"Moderate Elimination",1,3.125,12000,0.535469410941005
90,90,75,"Moderate Elimination",1,3.125,12000,0.900340197375044
50,50,90,"Moderate Elimination",1,3.125,12000,0.984936435474083
75,50,90,"Moderate Elimination",1,3.125,12000,0.76338000362739
90,50,90,"Moderate Elimination",1,3.125,12000,0.808995923725888
50,75,90,"Moderate Elimination",1,3.125,12000,0.723584573948756
75,75,90,"Moderate Elimination",1,3.125,12000,0.795251251896843
90,75,90,"Moderate Elimination",1,3.125,12000,0.45652656420134
50,90,90,"Moderate Elimination",1,3.125,12000,0.318552093813196
75,90,90,"Moderate Elimination",1,3.125,12000,0.0179219539277256
90,90,90,"Moderate Elimination",1,3.125,12000,0.26504426333122
50,50,60,"Aggressive Elimination",1,3.125,12000,0.306302728597075
75,50,60,"Aggressive Elimination",1,3.125,12000,0.703757665818557
90,50,60,"Aggressive Elimination",1,3.125,12000,0.994297394994646
50,75,60,"Aggressive Elimination",1,3.125,12000,0.866128116846085
75,75,60,"Aggressive Elimination",1,3.125,12000,0.975352557608858
90,75,60,"Aggressive Elimination",1,3.125,12000,0.52336143492721
50,90,60,"Aggressive Elimination",1,3.125,12000,0.817756381351501
75,90,60,"Aggressive Elimination",1,3.125,12000,0.000907629961147904
90,90,60,"Aggressive Elimination",1,3.125,12000,0.00919855129905045
50,50,75,"Aggressive Elimination",1,3.125,12000,0.617433397797868
75,50,75,"Aggressive Elimination",1,3.125,12000,0.694914329331368
90,50,75,"Aggressive Elimination",1,3.125,12000,0.311330484459177
50,75,75,"Aggressive Elimination",1,3.125,12000,0.303621119819582
75,75,75,"Aggressive Elimination",1,3.125,12000,0.350294759497046
90,75,75,"Aggressive Elimination",1,3.125,12000,0.236733384197578
50,90,75,"Aggressive Elimination",1,3.125,12000,0.441868302645162
75,90,75,"Aggressive Elimination",1,3.125,12000,0.772235150914639
90,90,75,"Aggressive Elimination",1,3.125,12000,0.845797140151262
50,50,90,"Aggressive Elimination",1,3.125,12000,0.821478197583929
75,50,90,"Aggressive Elimination",1,3.125,12000,0.297765984898433
90,50,90,"Aggressive Elimination",1,3.125,12000,0.00566491228528321
50,75,90,"Aggressive Elimination",1,3.125,12000,0.195219246437773
75,75,90,"Aggressive Elimination",1,3.125,12000,0.655580757418647
90,75,90,"Aggressive Elimination",1,3.125,12000,0.68731570802629
50,90,90,"Aggressive Elimination",1,3.125,12000,0.167707972461358
75,90,90,"Aggressive Elimination",1,3.125,12000,0.096733579877764
90,90,90,"Aggressive Elimination",1,3.125,12000,0.561851633246988
50,50,60,"Loose Suppression",0,3.75,12000,0.912116684950888
75,50,60,"Loose Suppression",0,3.75,12000,0.15599893219769
90,50,60,"Loose Suppression",0,3.75,12000,0.704871351365
50,75,60,"Loose Suppression",0,3.75,12000,0.04827716271393
75,75,60,"Loose Suppression",0,3.75,12000,0.101718684192747
90,75,60,"Loose Suppression",0,3.75,12000,0.629237983375788
50,90,60,"Loose Suppression",0,3.75,12000,0.71752368262969
75,90,60,"Loose Suppression",0,3.75,12000,0.001586954575032
90,90,60,"Loose Suppression",0,3.75,12000,0.589454948203638
50,50,75,"Loose Suppression",0,3.75,12000,0.667534977896139
75,50,75,"Loose Suppression",0,3.75,12000,0.34595484752208
90,50,75,"Loose Suppression",0,3.75,12000,0.258432522648945
50,75,75,"Loose Suppression",0,3.75,12000,0.873981022741646
75,75,75,"Loose Suppression",0,3.75,12000,0.0717407849151641
90,75,75,"Loose Suppression",0,3.75,12000,0.505576970055699
50,90,75,"Loose Suppression",0,3.75,12000,0.983888384886086
75,90,75,"Loose Suppression",0,3.75,12000,0.151146175572649
90,90,75,"Loose Suppression",0,3.75,12000,0.680305255111307
50,50,90,"Loose Suppression",0,3.75,12000,0.17316841846332
75,50,90,"Loose Suppression",0,3.75,12000,0.0582164737861603
90,50,90,"Loose Suppression",0,3.75,12000,0.89082114235498
50,75,90,"Loose Suppression",0,3.75,12000,0.290938118705526
75,75,90,"Loose Suppression",0,3.75,12000,0.594888459891081
90,75,90,"Loose Suppression",0,3.75,12000,0.848632142180577
50,90,90,"Loose Suppression",0,3.75,12000,0.802889205981046
75,90,90,"Loose Suppression",0,3.75,12000,0.409405526006594
90,90,90,"Loose Suppression",0,3.75,12000,0.555086413631216
50,50,60,"Tight Suppression",0,3.75,12000,0.721350254490972
75,50,60,"Tight Suppression",0,3.75,12000,0.587171103106812
90,50,60,"Tight Suppression",0,3.75,12000,0.780290076741949
50,75,60,"Tight Suppression",0,3.75,12000,0.283707905095071
75,75,60,"Tight Suppression",0,3.75,12000,0.613979089306667
90,75,60,"Tight Suppression",0,3.75,12000,0.400583748240024
50,90,60,"Tight Suppression",0,3.75,12000,0.283743622014299
75,90,60,"Tight Suppression",0,3.75,12000,0.192517077550292
90,90,60,"Tight Suppression",0,3.75,12000,0.928450090344995
50,50,75,"Tight Suppression",0,3.75,12000,0.638792854035273
75,50,75,"Tight Suppression",0,3.75,12000,0.206549406982958
90,50,75,"Tight Suppression",0,3.75,12000,0.310532320290804
50,75,75,"Tight Suppression",0,3.75,12000,0.0877586237620562
75,75,75,"Tight Suppression",0,3.75,12000,0.828036488033831
90,75,75,"Tight Suppression",0,3.75,12000,0.371561658103019
50,90,75,"Tight Suppression",0,3.75,12000,0.683249646332115
75,90,75,"Tight Suppression",0,3.75,12000,0.900426918640733
90,90,75,"Tight Suppression",0,3.75,12000,0.774718996835873
50,50,90,"Tight Suppression",0,3.75,12000,0.824541326146573
75,50,90,"Tight Suppression",0,3.75,12000,0.666807083878666
90,50,90,"Tight Suppression",0,3.75,12000,0.897076288238168
50,75,90,"Tight Suppression",0,3.75,12000,0.637619801331311
75,75,90,"Tight Suppression",0,3.75,12000,0.721330303698778
90,75,90,"Tight Suppression",0,3.75,12000,0.135365360882133
50,90,90,"Tight Suppression",0,3.75,12000,0.191571386298165
75,90,90,"Tight Suppression",0,3.75,12000,0.805917388759553
90,90,90,"Tight Suppression",0,3.75,12000,0.0108726050239056
50,50,60,"Moderate Elimination",0,3.75,12000,0.707756214309484
75,50,60,"Moderate Elimination",0,3.75,12000,0.411613129777834
90,50,60,"Moderate Elimination",0,3.75,12000,0.139035128522664
50,75,60,"Moderate Elimination",0,3.75,12000,0.0247115031816065
75,75,60,"Moderate Elimination",0,3.75,12000,0.805540875066072
90,75,60,"Moderate Elimination",0,3.75,12000,0.834834673674777
50,90,60,"Moderate Elimination",0,3.75,12000,0.602782517438754
75,90,60,"Moderate Elimination",0,3.75,12000,0.709108845796436
90,90,60,"Moderate Elimination",0,3.75,12000,0.271308750612661
50,50,75,"Moderate Elimination",0,3.75,12000,0.954324850812554
75,50,75,"Moderate Elimination",0,3.75,12000,0.700313457520679
90,50,75,"Moderate Elimination",0,3.75,12000,0.0992934391833842
50,75,75,"Moderate Elimination",0,3.75,12000,0.284637236734852
75,75,75,"Moderate Elimination",0,3.75,12000,0.0907342487480491
90,75,75,"Moderate Elimination",0,3.75,12000,0.882546502165496
50,90,75,"Moderate Elimination",0,3.75,12000,0.13170459587127
75,90,75,"Moderate Elimination",0,3.75,12000,0.121563804103062
90,90,75,"Moderate Elimination",0,3.75,12000,0.785631265724078
50,50,90,"Moderate Elimination",0,3.75,12000,0.672485750168562
75,50,90,"Moderate Elimination",0,3.75,12000,0.853779653087258
90,50,90,"Moderate Elimination",0,3.75,12000,0.441121751442552
50,75,90,"Moderate Elimination",0,3.75,12000,0.443072457564995
75,75,90,"Moderate Elimination",0,3.75,12000,0.0319236104842275
90,75,90,"Moderate Elimination",0,3.75,12000,0.265126443468034
50,90,90,"Moderate Elimination",0,3.75,12000,0.441753065679222
75,90,90,"Moderate Elimination",0,3.75,12000,0.33024093718268
90,90,90,"Moderate Elimination",0,3.75,12000,0.0250346115790308
50,50,60,"Aggressive Elimination",0,3.75,12000,0.41593439783901
75,50,60,"Aggressive Elimination",0,3.75,12000,0.678574834251776
90,50,60,"Aggressive Elimination",0,3.75,12000,0.752194304252043
50,75,60,"Aggressive Elimination",0,3.75,12000,0.969240916427225
75,75,60,"Aggressive Elimination",0,3.75,12000,0.457665974507108
90,75,60,"Aggressive Elimination",0,3.75,12000,0.833891419693828
50,90,60,"Aggressive Elimination",0,3.75,12000,0.67563236807473
75,90,60,"Aggressive Elimination",0,3.75,12000,0.0922500905580819
90,90,60,"Aggressive Elimination",0,3.75,12000,0.555400569923222
50,50,75,"Aggressive Elimination",0,3.75,12000,0.755958036286756
75,50,75,"Aggressive Elimination",0,3.75,12000,0.617952820612118
90,50,75,"Aggressive Elimination",0,3.75,12000,0.377635504584759
50,75,75,"Aggressive Elimination",0,3.75,12000,0.297798618208617
75,75,75,"Aggressive Elimination",0,3.75,12000,0.339061269070953
90,75,75,"Aggressive Elimination",0,3.75,12000,0.231654937146232
50,90,75,"Aggressive Elimination",0,3.75,12000,0.828473331406713
75,90,75,"Aggressive Elimination",0,3.75,12000,0.114677212899551
90,90,75,"Aggressive Elimination",0,3.75,12000,0.256832181243226
50,50,90,"Aggressive Elimination",0,3.75,12000,0.567061822628602
75,50,90,"Aggressive Elimination",0,3.75,12000,0.659849701449275
90,50,90,"Aggressive Elimination",0,3.75,12000,0.0753876871895045
50,75,90,"Aggressive Elimination",0,3.75,12000,0.0269373215269297
75,75,90,"Aggressive Elimination",0,3.75,12000,0.0840882624033839
90,75,90,"Aggressive Elimination",0,3.75,12000,0.980406948598102
50,90,90,"Aggressive Elimination",0,3.75,12000,0.855211870977655
75,90,90,"Aggressive Elimination",0,3.75,12000,0.958937609801069
90,90,90,"Aggressive Elimination",0,3.75,12000,0.467453985940665
50,50,60,"Loose Suppression",1,3.75,12000,0.542937156744301
75,50,60,"Loose Suppression",1,3.75,12000,0.285947237163782
90,50,60,"Loose Suppression",1,3.75,12000,0.974209478823468
50,75,60,"Loose Suppression",1,3.75,12000,0.0438636913895607
75,75,60,"Loose Suppression",1,3.75,12000,0.00892235524952412
90,75,60,"Loose Suppression",1,3.75,12000,0.319093991070986
50,90,60,"Loose Suppression",1,3.75,12000,0.778551031835377
75,90,60,"Loose Suppression",1,3.75,12000,0.468478746246547
90,90,60,"Loose Suppression",1,3.75,12000,0.0676347599364817
50,50,75,"Loose Suppression",1,3.75,12000,0.702599820913747
75,50,75,"Loose Suppression",1,3.75,12000,0.569580444600433
90,50,75,"Loose Suppression",1,3.75,12000,0.398080078419298
50,75,75,"Loose Suppression",1,3.75,12000,0.812395974528044
75,75,75,"Loose Suppression",1,3.75,12000,0.579335138434544
90,75,75,"Loose Suppression",1,3.75,12000,0.740473242476583
50,90,75,"Loose Suppression",1,3.75,12000,0.232891961466521
75,90,75,"Loose Suppression",1,3.75,12000,0.460673356428742
90,90,75,"Loose Suppression",1,3.75,12000,0.470055398531258
50,50,90,"Loose Suppression",1,3.75,12000,0.581694221822545
75,50,90,"Loose Suppression",1,3.75,12000,0.274556051474065
90,50,90,"Loose Suppression",1,3.75,12000,0.355735652847216
50,75,90,"Loose Suppression",1,3.75,12000,0.835203725844622
75,75,90,"Loose Suppression",1,3.75,12000,0.896215678891167
90,75,90,"Loose Suppression",1,3.75,12000,0.590615659952164
50,90,90,"Loose Suppression",1,3.75,12000,0.573695515980944
75,90,90,"Loose Suppression",1,3.75,12000,0.361966394586489
90,90,90,"Loose Suppression",1,3.75,12000,0.214213659754023
50,50,60,"Tight Suppression",1,3.75,12000,0.532893218332902
75,50,60,"Tight Suppression",1,3.75,12000,0.236888805637136
90,50,60,"Tight Suppression",1,3.75,12000,0.310588872991502
50,75,60,"Tight Suppression",1,3.75,12000,0.430373194860294
75,75,60,"Tight Suppression",1,3.75,12000,0.231895838165656
90,75,60,"Tight Suppression",1,3.75,12000,0.110765145393088
50,90,60,"Tight Suppression",1,3.75,12000,0.399422582238913
75,90,60,"Tight Suppression",1,3.75,12000,0.44287923630327
90,90,60,"Tight Suppression",1,3.75,12000,0.377374575007707
50,50,75,"Tight Suppression",1,3.75,12000,0.25381248164922
75,50,75,"Tight Suppression",1,3.75,12000,0.343853320460767
90,50,75,"Tight Suppression",1,3.75,12000,0.187090407125652
50,75,75,"Tight Suppression",1,3.75,12000,0.672875928459689
75,75,75,"Tight Suppression",1,3.75,12000,0.307213628198951
90,75,75,"Tight Suppression",1,3.75,12000,0.5077081148047
50,90,75,"Tight Suppression",1,3.75,12000,0.0522212614305317
75,90,75,"Tight Suppression",1,3.75,12000,0.416521498234943
90,90,75,"Tight Suppression",1,3.75,12000,0.854792229365557
50,50,90,"Tight Suppression",1,3.75,12000,0.760640822118148
75,50,90,"Tight Suppression",1,3.75,12000,0.753667648881674
90,50,90,"Tight Suppression",1,3.75,12000,0.435781496344134
50,75,90,"Tight Suppression",1,3.75,12000,0.861602698685601
75,75,90,"Tight Suppression",1,3.75,12000,0.148050502175465
90,75,90,"Tight Suppression",1,3.75,12000,0.208632611902431
50,90,90,"Tight Suppression",1,3.75,12000,0.490425552008674
75,90,90,"Tight Suppression",1,3.75,12000,0.582708623958752
90,90,90,"Tight Suppression",1,3.75,12000,0.0485974866896868
50,50,60,"Moderate Elimination",1,3.75,12000,0.666904569370672
75,50,60,"Moderate Elimination",1,3.75,12000,0.841858261264861
90,50,60,"Moderate Elimination",1,3.75,12000,0.236467932350934
50,75,60,"Moderate Elimination",1,3.75,12000,0.140735624358058
75,75,60,"Moderate Elimination",1,3.75,12000,0.202675389591604
90,75,60,"Moderate Elimination",1,3.75,12000,0.0405520109925419
50,90,60,"Moderate Elimination",1,3.75,12000,0.0518696499057114
75,90,60,"Moderate Elimination",1,3.75,12000,0.750004051020369
90,90,60,"Moderate Elimination",1,3.75,12000,0.922629538457841
50,50,75,"Moderate Elimination",1,3.75,12000,0.385354197816923
75,50,75,"Moderate Elimination",1,3.75,12000,0.702490721596405
90,50,75,"Moderate Elimination",1,3.75,12000,0.774997581960633
50,75,75,"Moderate Elimination",1,3.75,12000,0.286822454305366
75,75,75,"Moderate Elimination",1,3.75,12000,0.573942627059296
90,75,75,"Moderate Elimination",1,3.75,12000,0.651998301036656
50,90,75,"Moderate Elimination",1,3.75,12000,0.212877358077094
75,90,75,"Moderate Elimination",1,3.75,12000,0.0271576785016805
90,90,75,"Moderate Elimination",1,3.75,12000,0.222810911247507
50,50,90,"Moderate Elimination",1,3.75,12000,0.0123767287004739
75,50,90,"Moderate Elimination",1,3.75,12000,0.312096405075863
90,50,90,"Moderate Elimination",1,3.75,12000,0.798734375275671
50,75,90,"Moderate Elimination",1,3.75,12000,0.64632381289266
75,75,90,"Moderate Elimination",1,3.75,12000,0.303684179438278
90,75,90,"Moderate Elimination",1,3.75,12000,0.71312061836943
50,90,90,"Moderate Elimination",1,3.75,12000,0.327686874195933
75,90,90,"Moderate Elimination",1,3.75,12000,0.358927208464593
90,90,90,"Moderate Elimination",1,3.75,12000,0.92159506585449
50,50,60,"Aggressive Elimination",1,3.75,12000,0.786837896332145
75,50,60,"Aggressive Elimination",1,3.75,12000,0.545999963302165
90,50,60,"Aggressive Elimination",1,3.75,12000,0.307424172293395
50,75,60,"Aggressive Elimination",1,3.75,12000,0.0886420868337154
75,75,60,"Aggressive Elimination",1,3.75,12000,0.0351878453511745
90,75,60,"Aggressive Elimination",1,3.75,12000,0.077926499536261
50,90,60,"Aggressive Elimination",1,3.75,12000,0.0162143020424992
75,90,60,"Aggressive Elimination",1,3.75,12000,0.390698809875175
90,90,60,"Aggressive Elimination",1,3.75,12000,0.66966892965138
50,50,75,"Aggressive Elimination",1,3.75,12000,0.183166582370177
75,50,75,"Aggressive Elimination",1,3.75,12000,0.120701840147376
90,50,75,"Aggressive Elimination",1,3.75,12000,0.233824039110914
50,75,75,"Aggressive Elimination",1,3.75,12000,0.947951140347868
75,75,75,"Aggressive Elimination",1,3.75,12000,0.977717975853011
90,75,75,"Aggressive Elimination",1,3.75,12000,0.428390959044918
50,90,75,"Aggressive Elimination",1,3.75,12000,0.174278629710898
75,90,75,"Aggressive Elimination",1,3.75,12000,0.449033474782482
90,90,75,"Aggressive Elimination",1,3.75,12000,0.257196520455182
50,50,90,"Aggressive Elimination",1,3.75,12000,0.915737392846495
75,50,90,"Aggressive Elimination",1,3.75,12000,0.926997548434883
90,50,90,"Aggressive Elimination",1,3.75,12000,0.928481459617615
50,75,90,"Aggressive Elimination",1,3.75,12000,0.97693349304609
75,75,90,"Aggressive Elimination",1,3.75,12000,0.279468092834577
90,75,90,"Aggressive Elimination",1,3.75,12000,0.342285336460918
50,90,90,"Aggressive Elimination",1,3.75,12000,0.65502425422892
75,90,90,"Aggressive Elimination",1,3.75,12000,0.855637166881934
90,90,90,"Aggressive Elimination",1,3.75,12000,0.390288612572476
50,50,60,"Loose Suppression",0,2.5,13000,0.762498759431764
75,50,60,"Loose Suppression",0,2.5,13000,0.974567181896418
90,50,60,"Loose Suppression",0,2.5,13000,0.474126946181059
50,75,60,"Loose Suppression",0,2.5,13000,0.0768020555842668
75,75,60,"Loose Suppression",0,2.5,13000,0.010748598491773
90,75,60,"Loose Suppression",0,2.5,13000,0.40464456146583
50,90,60,"Loose Suppression",0,2.5,13000,0.808555165771395
75,90,60,"Loose Suppression",0,2.5,13000,0.899381956551224
90,90,60,"Loose Suppression",0,2.5,13000,0.638006412191316
50,50,75,"Loose Suppression",0,2.5,13000,0.627491464139894
75,50,75,"Loose Suppression",0,2.5,13000,0.416544836014509
90,50,75,"Loose Suppression",0,2.5,13000,0.421144305029884
50,75,75,"Loose Suppression",0,2.5,13000,0.32700465596281
75,75,75,"Loose Suppression",0,2.5,13000,0.897009262116626
90,75,75,"Loose Suppression",0,2.5,13000,0.476625585230067
50,90,75,"Loose Suppression",0,2.5,13000,0.487122567370534
75,90,75,"Loose Suppression",0,2.5,13000,0.0034537767060101
90,90,75,"Loose Suppression",0,2.5,13000,0.648532328894362
50,50,90,"Loose Suppression",0,2.5,13000,0.793541415827349
75,50,90,"Loose Suppression",0,2.5,13000,0.702356620691717
90,50,90,"Loose Suppression",0,2.5,13000,0.870602124370635
50,75,90,"Loose Suppression",0,2.5,13000,0.295040217461064
75,75,90,"Loose Suppression",0,2.5,13000,0.691449909936637
90,75,90,"Loose Suppression",0,2.5,13000,0.640437749447301
50,90,90,"Loose Suppression",0,2.5,13000,0.0959588333498687
75,90,90,"Loose Suppression",0,2.5,13000,0.0313132042065263
90,90,90,"Loose Suppression",0,2.5,13000,0.542620661202818
50,50,60,"Tight Suppression",0,2.5,13000,0.00752219930291176
75,50,60,"Tight Suppression",0,2.5,13000,0.804074939107522
90,50,60,"Tight Suppression",0,2.5,13000,0.0170898784417659
50,75,60,"Tight Suppression",0,2.5,13000,0.045330649940297
75,75,60,"Tight Suppression",0,2.5,13000,0.0249310440849513
90,75,60,"Tight Suppression",0,2.5,13000,0.376547491410747
50,90,60,"Tight Suppression",0,2.5,13000,0.756646650377661
75,90,60,"Tight Suppression",0,2.5,13000,0.771178337279707
90,90,60,"Tight Suppression",0,2.5,13000,0.573532504728064
50,50,75,"Tight Suppression",0,2.5,13000,0.313437242992222
75,50,75,"Tight Suppression",0,2.5,13000,0.40491502196528
90,50,75,"Tight Suppression",0,2.5,13000,0.227429546881467
50,75,75,"Tight Suppression",0,2.5,13000,0.844845103565603
75,75,75,"Tight Suppression",0,2.5,13000,0.270432173507288
90,75,75,"Tight Suppression",0,2.5,13000,0.787778377532959
50,90,75,"Tight Suppression",0,2.5,13000,0.584219178883359
75,90,75,"Tight Suppression",0,2.5,13000,0.953152653994039
90,90,75,"Tight Suppression",0,2.5,13000,0.7730673388578
50,50,90,"Tight Suppression",0,2.5,13000,0.491612071404234
75,50,90,"Tight Suppression",0,2.5,13000,0.797332901740447
90,50,90,"Tight Suppression",0,2.5,13000,0.40740950149484
50,75,90,"Tight Suppression",0,2.5,13000,0.892876825528219
75,75,90,"Tight Suppression",0,2.5,13000,0.732255674665794
90,75,90,"Tight Suppression",0,2.5,13000,0.597165736369789
50,90,90,"Tight Suppression",0,2.5,13000,0.975246956339106
75,90,90,"Tight Suppression",0,2.5,13000,0.271988378837705
90,90,90,"Tight Suppression",0,2.5,13000,0.826364219421521
50,50,60,"Moderate Elimination",0,2.5,13000,0.584497523028404
75,50,60,"Moderate Elimination",0,2.5,13000,0.218332767952234
90,50,60,"Moderate Elimination",0,2.5,13000,0.625572577817366
50,75,60,"Moderate Elimination",0,2.5,13000,0.101091837277636
75,75,60,"Moderate Elimination",0,2.5,13000,0.667228490812704
90,75,60,"Moderate Elimination",0,2.5,13000,0.195630241418257
50,90,60,"Moderate Elimination",0,2.5,13000,0.144176700152457
75,90,60,"Moderate Elimination",0,2.5,13000,0.439509901683778
90,90,60,"Moderate Elimination",0,2.5,13000,0.355687821051106
50,50,75,"Moderate Elimination",0,2.5,13000,0.378078723093495
75,50,75,"Moderate Elimination",0,2.5,13000,0.595617476617917
90,50,75,"Moderate Elimination",0,2.5,13000,0.47812029812485
50,75,75,"Moderate Elimination",0,2.5,13000,0.902764990925789
75,75,75,"Moderate Elimination",0,2.5,13000,0.0882847683969885
90,75,75,"Moderate Elimination",0,2.5,13000,0.830355205805972
50,90,75,"Moderate Elimination",0,2.5,13000,0.902510448824614
75,90,75,"Moderate Elimination",0,2.5,13000,0.332703136140481
90,90,75,"Moderate Elimination",0,2.5,13000,0.677443856140599
50,50,90,"Moderate Elimination",0,2.5,13000,0.0839489751961082
75,50,90,"Moderate Elimination",0,2.5,13000,0.24764004885219
90,50,90,"Moderate Elimination",0,2.5,13000,0.00114533770829439
50,75,90,"Moderate Elimination",0,2.5,13000,0.432540685636923
75,75,90,"Moderate Elimination",0,2.5,13000,0.466276796068996
90,75,90,"Moderate Elimination",0,2.5,13000,0.0720150559209287
50,90,90,"Moderate Elimination",0,2.5,13000,0.972061256878078
75,90,90,"Moderate Elimination",0,2.5,13000,0.302807107800618
90,90,90,"Moderate Elimination",0,2.5,13000,0.977385908132419
50,50,60,"Aggressive Elimination",0,2.5,13000,0.193679715506732
75,50,60,"Aggressive Elimination",0,2.5,13000,0.981882671359926
90,50,60,"Aggressive Elimination",0,2.5,13000,0.662054754560813
50,75,60,"Aggressive Elimination",0,2.5,13000,0.781868337653577
75,75,60,"Aggressive Elimination",0,2.5,13000,0.724144664825872
90,75,60,"Aggressive Elimination",0,2.5,13000,0.559981293277815
50,90,60,"Aggressive Elimination",0,2.5,13000,0.0650624346453696
75,90,60,"Aggressive Elimination",0,2.5,13000,0.431201087776572
90,90,60,"Aggressive Elimination",0,2.5,13000,0.197752794483677
50,50,75,"Aggressive Elimination",0,2.5,13000,0.415766855701804
75,50,75,"Aggressive Elimination",0,2.5,13000,0.668042557081208
90,50,75,"Aggressive Elimination",0,2.5,13000,0.251214077696204
50,75,75,"Aggressive Elimination",0,2.5,13000,0.165477083297446
75,75,75,"Aggressive Elimination",0,2.5,13000,0.862715461291373
90,75,75,"Aggressive Elimination",0,2.5,13000,0.129235446918756
50,90,75,"Aggressive Elimination",0,2.5,13000,0.960384571691975
75,90,75,"Aggressive Elimination",0,2.5,13000,0.800273999106139
90,90,75,"Aggressive Elimination",0,2.5,13000,0.0536826595198363
50,50,90,"Aggressive Elimination",0,2.5,13000,0.185705291340128
75,50,90,"Aggressive Elimination",0,2.5,13000,0.235442588571459
90,50,90,"Aggressive Elimination",0,2.5,13000,0.119608720764518
50,75,90,"Aggressive Elimination",0,2.5,13000,0.738165431423113
75,75,90,"Aggressive Elimination",0,2.5,13000,0.127636374905705
90,75,90,"Aggressive Elimination",0,2.5,13000,0.15572461229749
50,90,90,"Aggressive Elimination",0,2.5,13000,0.882345435675234
75,90,90,"Aggressive Elimination",0,2.5,13000,0.937629877822474
90,90,90,"Aggressive Elimination",0,2.5,13000,0.724447929766029
50,50,60,"Loose Suppression",1,2.5,13000,0.783439735183492
75,50,60,"Loose Suppression",1,2.5,13000,0.489647973561659
90,50,60,"Loose Suppression",1,2.5,13000,0.689321273239329
50,75,60,"Loose Suppression",1,2.5,13000,0.499117239378393
75,75,60,"Loose Suppression",1,2.5,13000,0.5202850359492
90,75,60,"Loose Suppression",1,2.5,13000,0.615127417491749
50,90,60,"Loose Suppression",1,2.5,13000,0.085524502210319
75,90,60,"Loose Suppression",1,2.5,13000,0.549900146899745
90,90,60,"Loose Suppression",1,2.5,13000,0.982229033252224
50,50,75,"Loose Suppression",1,2.5,13000,0.650189401116222
75,50,75,"Loose Suppression",1,2.5,13000,0.108755133580416
90,50,75,"Loose Suppression",1,2.5,13000,0.878936969209462
50,75,75,"Loose Suppression",1,2.5,13000,0.872892744839191
75,75,75,"Loose Suppression",1,2.5,13000,0.317778262076899
90,75,75,"Loose Suppression",1,2.5,13000,0.908144760411233
50,90,75,"Loose Suppression",1,2.5,13000,0.0344118308275938
75,90,75,"Loose Suppression",1,2.5,13000,0.188244096003473
90,90,75,"Loose Suppression",1,2.5,13000,0.401870678877458
50,50,90,"Loose Suppression",1,2.5,13000,0.836397368460894
75,50,90,"Loose Suppression",1,2.5,13000,0.191928897285834
90,50,90,"Loose Suppression",1,2.5,13000,0.39595860010013
50,75,90,"Loose Suppression",1,2.5,13000,0.791262367507443
75,75,90,"Loose Suppression",1,2.5,13000,0.55986676341854
90,75,90,"Loose Suppression",1,2.5,13000,0.734355012653396
50,90,90,"Loose Suppression",1,2.5,13000,0.0480424980632961
75,90,90,"Loose Suppression",1,2.5,13000,0.0648541750852019
90,90,90,"Loose Suppression",1,2.5,13000,0.0886971983127296
50,50,60,"Tight Suppression",1,2.5,13000,0.726604540366679
75,50,60,"Tight Suppression",1,2.5,13000,0.142963712569326
90,50,60,"Tight Suppression",1,2.5,13000,0.365344531601295
50,75,60,"Tight Suppression",1,2.5,13000,0.238711581099778
75,75,60,"Tight Suppression",1,2.5,13000,0.476134883007035
90,75,60,"Tight Suppression",1,2.5,13000,0.86274102772586
50,90,60,"Tight Suppression",1,2.5,13000,0.11011755745858
75,90,60,"Tight Suppression",1,2.5,13000,0.447026221547276
90,90,60,"Tight Suppression",1,2.5,13000,0.709151579532772
50,50,75,"Tight Suppression",1,2.5,13000,0.313714255345985
75,50,75,"Tight Suppression",1,2.5,13000,0.670453511411324
90,50,75,"Tight Suppression",1,2.5,13000,0.182113866787404
50,75,75,"Tight Suppression",1,2.5,13000,0.913099918747321
75,75,75,"Tight Suppression",1,2.5,13000,0.426142444601282
90,75,75,"Tight Suppression",1,2.5,13000,0.244483487214893
50,90,75,"Tight Suppression",1,2.5,13000,0.197824772680178
75,90,75,"Tight Suppression",1,2.5,13000,0.922836344223469
