"strategy","phase_1_vaccine_transmission_reduction","phase_2_3_vaccine_transmission_reduction","vaccine_uptake","relax_strategies","unmitigated_reproduction_rate","effect","change_in_HALYs","type"
"Moderate Elimination",50,75,90,0,3.75,"Road Traffic Injury",20.31,"Morbidity"
"Moderate Elimination",50,75,90,1,2.5,"Road Traffic Injury",0.07,"Morbidity"
"Moderate Elimination",50,75,90,1,3.125,"Road Traffic Injury",1.54,"Morbidity"
"Moderate Elimination",50,75,90,1,3.75,"Road Traffic Injury",9.93,"Morbidity"
"Moderate Elimination",50,90,90,0,2.5,"Road Traffic Injury",0.11,"Morbidity"
"Moderate Elimination",50,90,90,0,3.125,"Road Traffic Injury",3.24,"Morbidity"
"Moderate Elimination",50,90,90,0,3.75,"Road Traffic Injury",16.07,"Morbidity"
"Moderate Elimination",50,90,90,1,2.5,"Road Traffic Injury",0.07,"Morbidity"
"Moderate Elimination",50,90,90,1,3.125,"Road Traffic Injury",1.57,"Morbidity"
"Moderate Elimination",50,90,90,1,3.75,"Road Traffic Injury",8.99,"Morbidity"
"Moderate Elimination",75,50,90,0,2.5,"Road Traffic Injury",0.34,"Morbidity"
"Moderate Elimination",75,50,90,0,3.125,"Road Traffic Injury",3.39,"Morbidity"
"Moderate Elimination",75,50,90,0,3.75,"Road Traffic Injury",18.07,"Morbidity"
"Moderate Elimination",75,50,90,1,2.5,"Road Traffic Injury",0.04,"Morbidity"
"Moderate Elimination",75,50,90,1,3.125,"Road Traffic Injury",1,"Morbidity"
"Moderate Elimination",75,50,90,1,3.75,"Road Traffic Injury",7.23,"Morbidity"
"Moderate Elimination",75,75,90,0,2.5,"Road Traffic Injury",0.14,"Morbidity"
"Moderate Elimination",75,75,90,0,3.125,"Road Traffic Injury",1.91,"Morbidity"
"Moderate Elimination",75,75,90,0,3.75,"Road Traffic Injury",13.18,"Morbidity"
"Moderate Elimination",75,75,90,1,2.5,"Road Traffic Injury",0.04,"Morbidity"
"Moderate Elimination",75,75,90,1,3.125,"Road Traffic Injury",1,"Morbidity"
"Moderate Elimination",75,75,90,1,3.75,"Road Traffic Injury",6.57,"Morbidity"
"Moderate Elimination",75,90,90,0,2.5,"Road Traffic Injury",0.07,"Morbidity"
"Moderate Elimination",75,90,90,0,3.125,"Road Traffic Injury",1.71,"Morbidity"
"Moderate Elimination",75,90,90,0,3.75,"Road Traffic Injury",11.46,"Morbidity"
"Moderate Elimination",75,90,90,1,2.5,"Road Traffic Injury",0.04,"Morbidity"
"Moderate Elimination",75,90,90,1,3.125,"Road Traffic Injury",1,"Morbidity"
"Moderate Elimination",75,90,90,1,3.75,"Road Traffic Injury",6.29,"Morbidity"
"Moderate Elimination",90,50,90,0,2.5,"Road Traffic Injury",0.06,"Morbidity"
"Moderate Elimination",90,50,90,0,3.125,"Road Traffic Injury",1.86,"Morbidity"
"Moderate Elimination",90,50,90,0,3.75,"Road Traffic Injury",12.34,"Morbidity"
"Moderate Elimination",90,50,90,1,2.5,"Road Traffic Injury",0,"Morbidity"
"Moderate Elimination",90,50,90,1,3.125,"Road Traffic Injury",0.81,"Morbidity"
"Moderate Elimination",90,50,90,1,3.75,"Road Traffic Injury",5.41,"Morbidity"
"Moderate Elimination",90,75,90,0,2.5,"Road Traffic Injury",0.03,"Morbidity"
"Moderate Elimination",90,75,90,0,3.125,"Road Traffic Injury",1.17,"Morbidity"
"Moderate Elimination",90,75,90,0,3.75,"Road Traffic Injury",9.25,"Morbidity"
"Moderate Elimination",90,75,90,1,2.5,"Road Traffic Injury",0,"Morbidity"
"Moderate Elimination",90,75,90,1,3.125,"Road Traffic Injury",0.81,"Morbidity"
"Moderate Elimination",90,75,90,1,3.75,"Road Traffic Injury",5.33,"Morbidity"
"Moderate Elimination",90,90,90,0,2.5,"Road Traffic Injury",0,"Morbidity"
"Moderate Elimination",90,90,90,0,3.125,"Road Traffic Injury",1.11,"Morbidity"
"Moderate Elimination",90,90,90,0,3.75,"Road Traffic Injury",8.38,"Morbidity"
"Moderate Elimination",90,90,90,1,2.5,"Road Traffic Injury",0,"Morbidity"
"Moderate Elimination",90,90,90,1,3.125,"Road Traffic Injury",0.81,"Morbidity"
"Moderate Elimination",90,90,90,1,3.75,"Road Traffic Injury",5.36,"Morbidity"
"Moderate Elimination",50,50,60,0,2.5,"Road Traffic Injury",11.08,"Mortality"
"Moderate Elimination",50,50,60,0,3.125,"Road Traffic Injury",65.73,"Mortality"
"Moderate Elimination",50,50,60,0,3.75,"Road Traffic Injury",210.42,"Mortality"
"Moderate Elimination",50,50,60,1,2.5,"Road Traffic Injury",0.83,"Mortality"
"Moderate Elimination",50,50,60,1,3.125,"Road Traffic Injury",9.69,"Mortality"
"Moderate Elimination",50,50,60,1,3.75,"Road Traffic Injury",128.92,"Mortality"
"Moderate Elimination",50,75,60,0,2.5,"Road Traffic Injury",4.72,"Mortality"
"Moderate Elimination",50,75,60,0,3.125,"Road Traffic Injury",41.15,"Mortality"
"Moderate Elimination",50,75,60,0,3.75,"Road Traffic Injury",175.65,"Mortality"
"Moderate Elimination",50,75,60,1,2.5,"Road Traffic Injury",0.83,"Mortality"
"Moderate Elimination",50,75,60,1,3.125,"Road Traffic Injury",9.75,"Mortality"
"Moderate Elimination",50,75,60,1,3.75,"Road Traffic Injury",87.97,"Mortality"
"Moderate Elimination",50,90,60,0,2.5,"Road Traffic Injury",1.89,"Mortality"
"Moderate Elimination",50,90,60,0,3.125,"Road Traffic Injury",31.75,"Mortality"
"Moderate Elimination",50,90,60,0,3.75,"Road Traffic Injury",145.27,"Mortality"
"Moderate Elimination",50,90,60,1,2.5,"Road Traffic Injury",0.83,"Mortality"
"Moderate Elimination",50,90,60,1,3.125,"Road Traffic Injury",9.17,"Mortality"
"Moderate Elimination",50,90,60,1,3.75,"Road Traffic Injury",78.01,"Mortality"
"Moderate Elimination",75,50,60,0,2.5,"Road Traffic Injury",7.41,"Mortality"
"Moderate Elimination",75,50,60,0,3.125,"Road Traffic Injury",46.7,"Mortality"
"Moderate Elimination",75,50,60,0,3.75,"Road Traffic Injury",176.55,"Mortality"
"Moderate Elimination",75,50,60,1,2.5,"Road Traffic Injury",0.21,"Mortality"
"Moderate Elimination",75,50,60,1,3.125,"Road Traffic Injury",7.89,"Mortality"
"Moderate Elimination",75,50,60,1,3.75,"Road Traffic Injury",81.17,"Mortality"
"Moderate Elimination",75,75,60,0,2.5,"Road Traffic Injury",1.61,"Mortality"
"Moderate Elimination",75,75,60,0,3.125,"Road Traffic Injury",26.44,"Mortality"
"Moderate Elimination",75,75,60,0,3.75,"Road Traffic Injury",136.96,"Mortality"
"Moderate Elimination",75,75,60,1,2.5,"Road Traffic Injury",0.21,"Mortality"
"Moderate Elimination",75,75,60,1,3.125,"Road Traffic Injury",7.68,"Mortality"
"Moderate Elimination",75,75,60,1,3.75,"Road Traffic Injury",62.74,"Mortality"
"Moderate Elimination",75,90,60,0,2.5,"Road Traffic Injury",1.48,"Mortality"
"Moderate Elimination",75,90,60,0,3.125,"Road Traffic Injury",20.61,"Mortality"
"Moderate Elimination",75,90,60,0,3.75,"Road Traffic Injury",111.07,"Mortality"
"Moderate Elimination",75,90,60,1,2.5,"Road Traffic Injury",0.21,"Mortality"
"Moderate Elimination",75,90,60,1,3.125,"Road Traffic Injury",7.68,"Mortality"
"Moderate Elimination",75,90,60,1,3.75,"Road Traffic Injury",56.12,"Mortality"
"Moderate Elimination",90,50,60,0,2.5,"Road Traffic Injury",5.52,"Mortality"
"Moderate Elimination",90,50,60,0,3.125,"Road Traffic Injury",31.13,"Mortality"
"Moderate Elimination",90,50,60,0,3.75,"Road Traffic Injury",141.13,"Mortality"
"Moderate Elimination",90,50,60,1,2.5,"Road Traffic Injury",0.41,"Mortality"
"Moderate Elimination",90,50,60,1,3.125,"Road Traffic Injury",5.74,"Mortality"
"Moderate Elimination",90,50,60,1,3.75,"Road Traffic Injury",54.35,"Mortality"
"Moderate Elimination",90,75,60,0,2.5,"Road Traffic Injury",1.93,"Mortality"
"Moderate Elimination",90,75,60,0,3.125,"Road Traffic Injury",18.67,"Mortality"
"Moderate Elimination",90,75,60,0,3.75,"Road Traffic Injury",110.81,"Mortality"
"Moderate Elimination",90,75,60,1,2.5,"Road Traffic Injury",0.41,"Mortality"
"Moderate Elimination",90,75,60,1,3.125,"Road Traffic Injury",5.95,"Mortality"
"Moderate Elimination",90,75,60,1,3.75,"Road Traffic Injury",48.56,"Mortality"
"Moderate Elimination",90,90,60,0,2.5,"Road Traffic Injury",0.82,"Mortality"
"Moderate Elimination",90,90,60,0,3.125,"Road Traffic Injury",12.7,"Mortality"
"Moderate Elimination",90,90,60,0,3.75,"Road Traffic Injury",90.96,"Mortality"
"Moderate Elimination",90,90,60,1,2.5,"Road Traffic Injury",0.41,"Mortality"
"Moderate Elimination",90,90,60,1,3.125,"Road Traffic Injury",5.74,"Mortality"
"Moderate Elimination",90,90,60,1,3.75,"Road Traffic Injury",43.87,"Mortality"
"Moderate Elimination",50,50,75,0,2.5,"Road Traffic Injury",7.55,"Mortality"
"Moderate Elimination",50,50,75,0,3.125,"Road Traffic Injury",51.05,"Mortality"
"Moderate Elimination",50,50,75,0,3.75,"Road Traffic Injury",188.08,"Mortality"
"Moderate Elimination",50,50,75,1,2.5,"Road Traffic Injury",1.04,"Mortality"
"Moderate Elimination",50,50,75,1,3.125,"Road Traffic Injury",8.01,"Mortality"
"Moderate Elimination",50,50,75,1,3.75,"Road Traffic Injury",95.67,"Mortality"
"Moderate Elimination",50,75,75,0,2.5,"Road Traffic Injury",3.62,"Mortality"
"Moderate Elimination",50,75,75,0,3.125,"Road Traffic Injury",28.76,"Mortality"
"Moderate Elimination",50,75,75,0,3.75,"Road Traffic Injury",145.14,"Mortality"
"Moderate Elimination",50,75,75,1,2.5,"Road Traffic Injury",0.83,"Mortality"
"Moderate Elimination",50,75,75,1,3.125,"Road Traffic Injury",7.49,"Mortality"
"Moderate Elimination",50,75,75,1,3.75,"Road Traffic Injury",69.38,"Mortality"
"Moderate Elimination",50,90,75,0,2.5,"Road Traffic Injury",1.25,"Mortality"
"Moderate Elimination",50,90,75,0,3.125,"Road Traffic Injury",20.23,"Mortality"
"Moderate Elimination",50,90,75,0,3.75,"Road Traffic Injury",114.09,"Mortality"
"Moderate Elimination",50,90,75,1,2.5,"Road Traffic Injury",0.83,"Mortality"
"Moderate Elimination",50,90,75,1,3.125,"Road Traffic Injury",7.28,"Mortality"
"Moderate Elimination",50,90,75,1,3.75,"Road Traffic Injury",64.45,"Mortality"
"Moderate Elimination",75,50,75,0,2.5,"Road Traffic Injury",4.11,"Mortality"
"Moderate Elimination",75,50,75,0,3.125,"Road Traffic Injury",32.55,"Mortality"
"Moderate Elimination",75,50,75,0,3.75,"Road Traffic Injury",143.84,"Mortality"
"Moderate Elimination",75,50,75,1,2.5,"Road Traffic Injury",0.42,"Mortality"
"Moderate Elimination",75,50,75,1,3.125,"Road Traffic Injury",6.89,"Mortality"
"Moderate Elimination",75,50,75,1,3.75,"Road Traffic Injury",59.07,"Mortality"
"Moderate Elimination",75,75,75,0,2.5,"Road Traffic Injury",1.27,"Mortality"
"Moderate Elimination",75,75,75,0,3.125,"Road Traffic Injury",19.77,"Mortality"
"Moderate Elimination",75,75,75,0,3.75,"Road Traffic Injury",99.13,"Mortality"
"Moderate Elimination",75,75,75,1,2.5,"Road Traffic Injury",0.42,"Mortality"
"Moderate Elimination",75,75,75,1,3.125,"Road Traffic Injury",7.1,"Mortality"
"Moderate Elimination",75,75,75,1,3.75,"Road Traffic Injury",48.17,"Mortality"
"Moderate Elimination",75,90,75,0,2.5,"Road Traffic Injury",0.42,"Mortality"
"Moderate Elimination",75,90,75,0,3.125,"Road Traffic Injury",15.72,"Mortality"
"Moderate Elimination",75,90,75,0,3.75,"Road Traffic Injury",81.09,"Mortality"
"Moderate Elimination",75,90,75,1,2.5,"Road Traffic Injury",0.42,"Mortality"
"Moderate Elimination",75,90,75,1,3.125,"Road Traffic Injury",6.89,"Mortality"
"Moderate Elimination",75,90,75,1,3.75,"Road Traffic Injury",46.07,"Mortality"
"Moderate Elimination",90,50,75,0,2.5,"Road Traffic Injury",2.64,"Mortality"
"Moderate Elimination",90,50,75,0,3.125,"Road Traffic Injury",16.11,"Mortality"
"Moderate Elimination",90,50,75,0,3.75,"Road Traffic Injury",103.68,"Mortality"
"Moderate Elimination",90,50,75,1,2.5,"Road Traffic Injury",0.62,"Mortality"
"Moderate Elimination",90,50,75,1,3.125,"Road Traffic Injury",5.41,"Mortality"
"Moderate Elimination",90,50,75,1,3.75,"Road Traffic Injury",38.44,"Mortality"
"Moderate Elimination",90,75,75,0,2.5,"Road Traffic Injury",1.25,"Mortality"
"Moderate Elimination",90,75,75,0,3.125,"Road Traffic Injury",9.81,"Mortality"
"Moderate Elimination",90,75,75,0,3.75,"Road Traffic Injury",70.27,"Mortality"
"Moderate Elimination",90,75,75,1,2.5,"Road Traffic Injury",0.62,"Mortality"
"Moderate Elimination",90,75,75,1,3.125,"Road Traffic Injury",5.41,"Mortality"
"Moderate Elimination",90,75,75,1,3.75,"Road Traffic Injury",36.11,"Mortality"
"Moderate Elimination",90,90,75,0,2.5,"Road Traffic Injury",0.62,"Mortality"
"Moderate Elimination",90,90,75,0,3.125,"Road Traffic Injury",7.47,"Mortality"
"Moderate Elimination",90,90,75,0,3.75,"Road Traffic Injury",57.25,"Mortality"
"Moderate Elimination",90,90,75,1,2.5,"Road Traffic Injury",0.62,"Mortality"
"Moderate Elimination",90,90,75,1,3.125,"Road Traffic Injury",5.41,"Mortality"
"Moderate Elimination",90,90,75,1,3.75,"Road Traffic Injury",34.28,"Mortality"
"Moderate Elimination",50,50,90,0,2.5,"Road Traffic Injury",5.16,"Mortality"
"Moderate Elimination",50,50,90,0,3.125,"Road Traffic Injury",38.44,"Mortality"
"Moderate Elimination",50,50,90,0,3.75,"Road Traffic Injury",155.65,"Mortality"
"Moderate Elimination",50,50,90,1,2.5,"Road Traffic Injury",0.42,"Mortality"
"Moderate Elimination",50,50,90,1,3.125,"Road Traffic Injury",9.04,"Mortality"
"Moderate Elimination",50,50,90,1,3.75,"Road Traffic Injury",75.19,"Mortality"
"Moderate Elimination",50,75,90,0,2.5,"Road Traffic Injury",0.63,"Mortality"
"Moderate Elimination",50,75,90,0,3.125,"Road Traffic Injury",23.95,"Mortality"
"Moderate Elimination",50,75,90,0,3.75,"Road Traffic Injury",120.84,"Mortality"
"Moderate Elimination",50,75,90,1,2.5,"Road Traffic Injury",0.42,"Mortality"
"Moderate Elimination",50,75,90,1,3.125,"Road Traffic Injury",8.84,"Mortality"
"Moderate Elimination",50,75,90,1,3.75,"Road Traffic Injury",57.73,"Mortality"
"Moderate Elimination",50,90,90,0,2.5,"Road Traffic Injury",0.63,"Mortality"
"Moderate Elimination",50,90,90,0,3.125,"Road Traffic Injury",18.92,"Mortality"
"Moderate Elimination",50,90,90,0,3.75,"Road Traffic Injury",94.43,"Mortality"
"Moderate Elimination",50,90,90,1,2.5,"Road Traffic Injury",0.42,"Mortality"
"Moderate Elimination",50,90,90,1,3.125,"Road Traffic Injury",9.05,"Mortality"
"Moderate Elimination",50,90,90,1,3.75,"Road Traffic Injury",52.05,"Mortality"
"Moderate Elimination",75,50,90,0,2.5,"Road Traffic Injury",2.19,"Mortality"
"Moderate Elimination",75,50,90,0,3.125,"Road Traffic Injury",20.5,"Mortality"
"Moderate Elimination",75,50,90,0,3.75,"Road Traffic Injury",108.34,"Mortality"
"Moderate Elimination",75,50,90,1,2.5,"Road Traffic Injury",0.21,"Mortality"
"Moderate Elimination",75,50,90,1,3.125,"Road Traffic Injury",5.74,"Mortality"
"Moderate Elimination",75,50,90,1,3.75,"Road Traffic Injury",41.73,"Mortality"
"Moderate Elimination",75,75,90,0,2.5,"Road Traffic Injury",0.84,"Mortality"
"Moderate Elimination",75,75,90,0,3.125,"Road Traffic Injury",11.21,"Mortality"
"Moderate Elimination",75,75,90,0,3.75,"Road Traffic Injury",77.33,"Mortality"
"Moderate Elimination",75,75,90,1,2.5,"Road Traffic Injury",0.21,"Mortality"
"Moderate Elimination",75,75,90,1,3.125,"Road Traffic Injury",5.74,"Mortality"
"Moderate Elimination",75,75,90,1,3.75,"Road Traffic Injury",37.76,"Mortality"
"Moderate Elimination",75,90,90,0,2.5,"Road Traffic Injury",0.42,"Mortality"
"Moderate Elimination",75,90,90,0,3.125,"Road Traffic Injury",9.9,"Mortality"
"Moderate Elimination",75,90,90,0,3.75,"Road Traffic Injury",66.67,"Mortality"
"Moderate Elimination",75,90,90,1,2.5,"Road Traffic Injury",0.21,"Mortality"
"Moderate Elimination",75,90,90,1,3.125,"Road Traffic Injury",5.74,"Mortality"
"Moderate Elimination",75,90,90,1,3.75,"Road Traffic Injury",36.1,"Mortality"
"Moderate Elimination",90,50,90,0,2.5,"Road Traffic Injury",0.4,"Mortality"
"Moderate Elimination",90,50,90,0,3.125,"Road Traffic Injury",11.16,"Mortality"
"Moderate Elimination",90,50,90,0,3.75,"Road Traffic Injury",73.31,"Mortality"
"Moderate Elimination",90,50,90,1,2.5,"Road Traffic Injury",0,"Mortality"
"Moderate Elimination",90,50,90,1,3.125,"Road Traffic Injury",4.61,"Mortality"
"Moderate Elimination",90,50,90,1,3.75,"Road Traffic Injury",31.03,"Mortality"
"Moderate Elimination",90,75,90,0,2.5,"Road Traffic Injury",0.21,"Mortality"
"Moderate Elimination",90,75,90,0,3.125,"Road Traffic Injury",6.73,"Mortality"
"Moderate Elimination",90,75,90,0,3.75,"Road Traffic Injury",53.88,"Mortality"
"Moderate Elimination",90,75,90,1,2.5,"Road Traffic Injury",0,"Mortality"
"Moderate Elimination",90,75,90,1,3.125,"Road Traffic Injury",4.61,"Mortality"
"Moderate Elimination",90,75,90,1,3.75,"Road Traffic Injury",30.49,"Mortality"
"Moderate Elimination",90,90,90,0,2.5,"Road Traffic Injury",0,"Mortality"
"Moderate Elimination",90,90,90,0,3.125,"Road Traffic Injury",6.4,"Mortality"
"Moderate Elimination",90,90,90,0,3.75,"Road Traffic Injury",48.45,"Mortality"
"Moderate Elimination",90,90,90,1,2.5,"Road Traffic Injury",0,"Mortality"
"Moderate Elimination",90,90,90,1,3.125,"Road Traffic Injury",4.61,"Mortality"
"Moderate Elimination",90,90,90,1,3.75,"Road Traffic Injury",30.69,"Mortality"
"Tight Suppression",50,50,60,0,2.5,"Road Traffic Injury",0.12,"Morbidity"
"Tight Suppression",50,50,60,0,3.125,"Road Traffic Injury",15.46,"Morbidity"
"Tight Suppression",50,50,60,0,3.75,"Road Traffic Injury",28.74,"Morbidity"
"Tight Suppression",50,50,60,1,2.5,"Road Traffic Injury",0.07,"Morbidity"
"Tight Suppression",50,50,60,1,3.125,"Road Traffic Injury",15.53,"Morbidity"
"Tight Suppression",50,50,60,1,3.75,"Road Traffic Injury",29.3,"Morbidity"
"Tight Suppression",50,75,60,0,2.5,"Road Traffic Injury",0.07,"Morbidity"
"Tight Suppression",50,75,60,0,3.125,"Road Traffic Injury",12.67,"Morbidity"
"Tight Suppression",50,75,60,0,3.75,"Road Traffic Injury",25.41,"Morbidity"
"Tight Suppression",50,75,60,1,2.5,"Road Traffic Injury",0.04,"Morbidity"
"Tight Suppression",50,75,60,1,3.125,"Road Traffic Injury",10.52,"Morbidity"
"Tight Suppression",50,75,60,1,3.75,"Road Traffic Injury",26.68,"Morbidity"
"Tight Suppression",50,90,60,0,2.5,"Road Traffic Injury",0.06,"Morbidity"
"Tight Suppression",50,90,60,0,3.125,"Road Traffic Injury",10.57,"Morbidity"
"Tight Suppression",50,90,60,0,3.75,"Road Traffic Injury",21.34,"Morbidity"
"Tight Suppression",50,90,60,1,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",50,90,60,1,3.125,"Road Traffic Injury",9.7,"Morbidity"
"Tight Suppression",50,90,60,1,3.75,"Road Traffic Injury",22.81,"Morbidity"
"Tight Suppression",75,50,60,0,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",75,50,60,0,3.125,"Road Traffic Injury",11.99,"Morbidity"
"Tight Suppression",75,50,60,0,3.75,"Road Traffic Injury",25.85,"Morbidity"
"Tight Suppression",75,50,60,1,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",75,50,60,1,3.125,"Road Traffic Injury",10,"Morbidity"
"Tight Suppression",75,50,60,1,3.75,"Road Traffic Injury",26.79,"Morbidity"
"Tight Suppression",75,75,60,0,2.5,"Road Traffic Injury",0.13,"Morbidity"
"Tight Suppression",75,75,60,0,3.125,"Road Traffic Injury",8.62,"Morbidity"
"Tight Suppression",75,75,60,0,3.75,"Road Traffic Injury",21.81,"Morbidity"
"Tight Suppression",75,75,60,1,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",75,75,60,1,3.125,"Road Traffic Injury",7.51,"Morbidity"
"Tight Suppression",75,75,60,1,3.75,"Road Traffic Injury",22.56,"Morbidity"
"Tight Suppression",75,90,60,0,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",75,90,60,0,3.125,"Road Traffic Injury",8.05,"Morbidity"
"Tight Suppression",75,90,60,0,3.75,"Road Traffic Injury",17.04,"Morbidity"
"Tight Suppression",75,90,60,1,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",75,90,60,1,3.125,"Road Traffic Injury",6.99,"Morbidity"
"Tight Suppression",75,90,60,1,3.75,"Road Traffic Injury",18.29,"Morbidity"
"Tight Suppression",90,50,60,0,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",90,50,60,0,3.125,"Road Traffic Injury",7.15,"Morbidity"
"Tight Suppression",90,50,60,0,3.75,"Road Traffic Injury",24.75,"Morbidity"
"Tight Suppression",90,50,60,1,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",90,50,60,1,3.125,"Road Traffic Injury",7.48,"Morbidity"
"Tight Suppression",90,50,60,1,3.75,"Road Traffic Injury",26.33,"Morbidity"
"Tight Suppression",90,75,60,0,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",90,75,60,0,3.125,"Road Traffic Injury",6.56,"Morbidity"
"Tight Suppression",90,75,60,0,3.75,"Road Traffic Injury",18.72,"Morbidity"
"Tight Suppression",90,75,60,1,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",90,75,60,1,3.125,"Road Traffic Injury",5.4,"Morbidity"
"Tight Suppression",90,75,60,1,3.75,"Road Traffic Injury",20.34,"Morbidity"
"Tight Suppression",90,90,60,0,2.5,"Road Traffic Injury",0.04,"Morbidity"
"Tight Suppression",90,90,60,0,3.125,"Road Traffic Injury",5.78,"Morbidity"
"Tight Suppression",90,90,60,0,3.75,"Road Traffic Injury",15.42,"Morbidity"
"Tight Suppression",90,90,60,1,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",90,90,60,1,3.125,"Road Traffic Injury",5.08,"Morbidity"
"Tight Suppression",90,90,60,1,3.75,"Road Traffic Injury",16.27,"Morbidity"
"Tight Suppression",50,50,75,0,2.5,"Road Traffic Injury",0.03,"Morbidity"
"Tight Suppression",50,50,75,0,3.125,"Road Traffic Injury",12.25,"Morbidity"
"Tight Suppression",50,50,75,0,3.75,"Road Traffic Injury",26.25,"Morbidity"
"Tight Suppression",50,50,75,1,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",50,50,75,1,3.125,"Road Traffic Injury",11.19,"Morbidity"
"Tight Suppression",50,50,75,1,3.75,"Road Traffic Injury",27.39,"Morbidity"
"Tight Suppression",50,75,75,0,2.5,"Road Traffic Injury",0.05,"Morbidity"
"Tight Suppression",50,75,75,0,3.125,"Road Traffic Injury",9.88,"Morbidity"
"Tight Suppression",50,75,75,0,3.75,"Road Traffic Injury",20.93,"Morbidity"
"Tight Suppression",50,75,75,1,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",50,75,75,1,3.125,"Road Traffic Injury",8.54,"Morbidity"
"Tight Suppression",50,75,75,1,3.75,"Road Traffic Injury",21.89,"Morbidity"
"Tight Suppression",50,90,75,0,2.5,"Road Traffic Injury",0.09,"Morbidity"
"Tight Suppression",50,90,75,0,3.125,"Road Traffic Injury",8.91,"Morbidity"
"Tight Suppression",50,90,75,0,3.75,"Road Traffic Injury",16.2,"Morbidity"
"Tight Suppression",50,90,75,1,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",50,90,75,1,3.125,"Road Traffic Injury",7.26,"Morbidity"
"Tight Suppression",50,90,75,1,3.75,"Road Traffic Injury",18.23,"Morbidity"
"Tight Suppression",75,50,75,0,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",75,50,75,0,3.125,"Road Traffic Injury",8.23,"Morbidity"
"Tight Suppression",75,50,75,0,3.75,"Road Traffic Injury",23.46,"Morbidity"
"Tight Suppression",75,50,75,1,2.5,"Road Traffic Injury",0.04,"Morbidity"
"Tight Suppression",75,50,75,1,3.125,"Road Traffic Injury",7.03,"Morbidity"
"Tight Suppression",75,50,75,1,3.75,"Road Traffic Injury",23.61,"Morbidity"
"Tight Suppression",75,75,75,0,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",75,75,75,0,3.125,"Road Traffic Injury",6.23,"Morbidity"
"Tight Suppression",75,75,75,0,3.75,"Road Traffic Injury",16.81,"Morbidity"
"Tight Suppression",75,75,75,1,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",75,75,75,1,3.125,"Road Traffic Injury",5.17,"Morbidity"
"Tight Suppression",75,75,75,1,3.75,"Road Traffic Injury",17.51,"Morbidity"
"Tight Suppression",75,90,75,0,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",75,90,75,0,3.125,"Road Traffic Injury",5.68,"Morbidity"
"Tight Suppression",75,90,75,0,3.75,"Road Traffic Injury",14.46,"Morbidity"
"Tight Suppression",75,90,75,1,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",75,90,75,1,3.125,"Road Traffic Injury",4.58,"Morbidity"
"Tight Suppression",75,90,75,1,3.75,"Road Traffic Injury",14.5,"Morbidity"
"Tight Suppression",90,50,75,0,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",90,50,75,0,3.125,"Road Traffic Injury",4.34,"Morbidity"
"Tight Suppression",90,50,75,0,3.75,"Road Traffic Injury",18.17,"Morbidity"
"Tight Suppression",90,50,75,1,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",90,50,75,1,3.125,"Road Traffic Injury",3.47,"Morbidity"
"Tight Suppression",90,50,75,1,3.75,"Road Traffic Injury",19.91,"Morbidity"
"Tight Suppression",90,75,75,0,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",90,75,75,0,3.125,"Road Traffic Injury",3.45,"Morbidity"
"Tight Suppression",90,75,75,0,3.75,"Road Traffic Injury",13.56,"Morbidity"
"Tight Suppression",90,75,75,1,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",90,75,75,1,3.125,"Road Traffic Injury",2.85,"Morbidity"
"Tight Suppression",90,75,75,1,3.75,"Road Traffic Injury",14.44,"Morbidity"
"Tight Suppression",90,90,75,0,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",90,90,75,0,3.125,"Road Traffic Injury",3.27,"Morbidity"
"Tight Suppression",90,90,75,0,3.75,"Road Traffic Injury",13.15,"Morbidity"
"Tight Suppression",90,90,75,1,2.5,"Road Traffic Injury",0,"Morbidity"
"Tight Suppression",90,90,75,1,3.125,"Road Traffic Injury",2.5,"Morbidity"
"Tight Suppression",90,90,75,1,3.75,"Road Traffic Injury",13.24,"Morbidity"
